dq_id,load_id,source_name,source_table,source_record_id,business_key,rule_id,field_name,severity,action,original_value,clean_value,details,detected_at
3057,3,Policy_Premium.csv,raw.policy_premium_csv,179,PRM000179,FMT_DATE,due_date,info,normalized,11/06/2023,2023-11-06,,2026-09-25 00:16:29.692367+00:00
3058,3,Policy_Premium.csv,raw.policy_premium_csv,184,PRM000184,FMT_ID,policy_id,info,normalized,p00057 ,P00057,,2026-09-25 00:16:29.692367+00:00
3059,3,Policy_Premium.csv,raw.policy_premium_csv,184,PRM000184,FMT_DATE,due_date,info,normalized,11/10/2023,2023-11-10,,2026-09-25 00:16:29.692367+00:00
3060,3,Policy_Premium.csv,raw.policy_premium_csv,184,PRM000184,FMT_CATEGORY_CASE,payment_status,info,normalized,Paid ,paid,,2026-09-25 00:16:29.692367+00:00
3061,3,Policy_Premium.csv,raw.policy_premium_csv,190,PRM000190,TYPE_AMOUNT_TEXT,premium_amount,info,normalized,$397.80 CAD,397.80,,2026-09-25 00:16:29.692367+00:00
3062,3,Policy_Premium.csv,raw.policy_premium_csv,255,PRM000255,FMT_ID,policy_id,info,normalized,p00117 ,P00117,,2026-09-25 00:16:29.692367+00:00
3063,3,Policy_Premium.csv,raw.policy_premium_csv,269,PRM000269,TYPE_AMOUNT_TEXT,premium_amount,info,normalized,$161.50 CAD,161.50,,2026-09-25 00:16:29.692367+00:00
3064,3,Policy_Premium.csv,raw.policy_premium_csv,296,PRM000296,TYPE_AMOUNT_TEXT,premium_amount,info,normalized,$196.00 CAD,196.00,,2026-09-25 00:16:29.692367+00:00
3065,3,Policy_Premium.csv,raw.policy_premium_csv,296,PRM000296,FMT_CATEGORY_CASE,payment_status,info,normalized,Paid ,paid,,2026-09-25 00:16:29.692367+00:00
3066,3,Policy_Premium.csv,raw.policy_premium_csv,329,PRM000329,FMT_ID,policy_id,info,normalized,p00054 ,P00054,,2026-09-25 00:16:29.692367+00:00
3067,3,Policy_Premium.csv,raw.policy_premium_csv,329,PRM000329,FMT_DATE,due_date,info,normalized,01/30/2024,2024-01-30,,2026-09-25 00:16:29.692367+00:00
3068,3,Policy_Premium.csv,raw.policy_premium_csv,333,PRM000333,FMT_ID,policy_id,info,normalized,p00015 ,P00015,,2026-09-25 00:16:29.692367+00:00
3069,3,Policy_Premium.csv,raw.policy_premium_csv,409,PRM000409,TYPE_AMOUNT_TEXT,premium_amount,info,normalized,$358.80 CAD,358.80,,2026-09-25 00:16:29.692367+00:00
3070,3,Policy_Premium.csv,raw.policy_premium_csv,443,PRM000443,TYPE_AMOUNT_TEXT,premium_amount,info,normalized,$84.00 CAD,84.00,,2026-09-25 00:16:29.692367+00:00
3071,3,Policy_Premium.csv,raw.policy_premium_csv,443,PRM000443,FMT_DATE,due_date,info,normalized,03/26/2024,2024-03-26,,2026-09-25 00:16:29.692367+00:00
3072,3,Policy_Premium.csv,raw.policy_premium_csv,453,PRM000453,TYPE_AMOUNT_TEXT,premium_amount,info,normalized,$91.00 CAD,91.00,,2026-09-25 00:16:29.692367+00:00
3073,3,Policy_Premium.csv,raw.policy_premium_csv,534,PRM000534,FMT_DATE,due_date,info,normalized,05/04/2024,2024-05-04,,2026-09-25 00:16:29.692367+00:00
3074,3,Policy_Premium.csv,raw.policy_premium_csv,534,PRM000534,FMT_CATEGORY_CASE,payment_status,info,normalized,Paid ,paid,,2026-09-25 00:16:29.692367+00:00
3075,3,Policy_Premium.csv,raw.policy_premium_csv,673,PRM000673,TYPE_AMOUNT_TEXT,premium_amount,info,normalized,$152.95 CAD,152.95,,2026-09-25 00:16:29.692367+00:00
3076,3,Policy_Premium.csv,raw.policy_premium_csv,673,PRM000673,FMT_DATE,due_date,info,normalized,07/03/2024,2024-07-03,,2026-09-25 00:16:29.692367+00:00
3077,3,Policy_Premium.csv,raw.policy_premium_csv,673,PRM000673,FMT_CATEGORY_CASE,payment_status,info,normalized,Paid ,paid,,2026-09-25 00:16:29.692367+00:00
3078,3,Policy_Premium.csv,raw.policy_premium_csv,678,PRM000678,TYPE_AMOUNT_TEXT,premium_amount,info,normalized,$51.75 CAD,51.75,,2026-09-25 00:16:29.692367+00:00
3079,3,Policy_Premium.csv,raw.policy_premium_csv,733,PRM000733,TYPE_AMOUNT_TEXT,premium_amount,info,normalized,$290.70 CAD,290.70,,2026-09-25 00:16:29.692367+00:00
3080,3,Policy_Premium.csv,raw.policy_premium_csv,817,PRM000817,FMT_DATE,due_date,info,normalized,09/01/2024,2024-09-01,,2026-09-25 00:16:29.692367+00:00
3081,3,Policy_Premium.csv,raw.policy_premium_csv,827,PRM000827,FMT_CATEGORY_CASE,payment_status,info,normalized,Paid ,paid,,2026-09-25 00:16:29.692367+00:00
3082,3,Policy_Premium.csv,raw.policy_premium_csv,869,PRM000869,TYPE_AMOUNT_TEXT,premium_amount,info,normalized,$131.10 CAD,131.10,,2026-09-25 00:16:29.692367+00:00
3083,3,Policy_Premium.csv,raw.policy_premium_csv,881,PRM000881,FMT_CATEGORY_CASE,payment_status,info,normalized,Paid ,paid,,2026-09-25 00:16:29.692367+00:00
3084,3,Policy_Premium.csv,raw.policy_premium_csv,917,PRM000917,TYPE_AMOUNT_TEXT,premium_amount,info,normalized,$45.00 CAD,45.00,,2026-09-25 00:16:29.692367+00:00
3085,3,Policy_Premium.csv,raw.policy_premium_csv,917,PRM000917,FMT_CATEGORY_CASE,payment_status,info,normalized,Paid ,paid,,2026-09-25 00:16:29.692367+00:00
3086,3,Policy_Premium.csv,raw.policy_premium_csv,993,PRM000993,TYPE_AMOUNT_TEXT,premium_amount,info,normalized,$168.00 CAD,168.00,,2026-09-25 00:16:29.692367+00:00
3087,3,Policy_Premium.csv,raw.policy_premium_csv,1013,PRM001013,FMT_DATE,due_date,info,normalized,11/12/2024,2024-11-12,,2026-09-25 00:16:29.692367+00:00
3088,3,Policy_Premium.csv,raw.policy_premium_csv,1013,PRM001013,FMT_CATEGORY_CASE,payment_status,info,normalized,Late ,late,,2026-09-25 00:16:29.692367+00:00
3089,3,Policy_Premium.csv,raw.policy_premium_csv,1051,PRM001051,FMT_CATEGORY_CASE,payment_status,info,normalized,Missed ,missed,,2026-09-25 00:16:29.692367+00:00
3090,3,Policy_Premium.csv,raw.policy_premium_csv,1057,PRM001057,FMT_CATEGORY_CASE,payment_status,info,normalized,Paid ,paid,,2026-09-25 00:16:29.692367+00:00
3091,3,Policy_Premium.csv,raw.policy_premium_csv,1086,PRM001086,FMT_CATEGORY_CASE,payment_status,info,normalized,Paid ,paid,,2026-09-25 00:16:29.692367+00:00
3092,3,Policy_Premium.csv,raw.policy_premium_csv,1096,PRM001096,FMT_DATE,due_date,info,normalized,12/10/2024,2024-12-10,,2026-09-25 00:16:29.692367+00:00
3093,3,Policy_Premium.csv,raw.policy_premium_csv,1096,PRM001096,FMT_CATEGORY_CASE,payment_status,info,normalized,Missed ,missed,,2026-09-25 00:16:29.692367+00:00
3094,3,Policy_Premium.csv,raw.policy_premium_csv,1288,PRM001288,FMT_DATE,due_date,info,normalized,02/13/2025,2025-02-13,,2026-09-25 00:16:29.692367+00:00
3095,3,Policy_Premium.csv,raw.policy_premium_csv,1349,PRM001349,FMT_DATE,due_date,info,normalized,03/04/2025,2025-03-04,,2026-09-25 00:16:29.692367+00:00
3096,3,Policy_Premium.csv,raw.policy_premium_csv,1349,PRM001349,FMT_CATEGORY_CASE,payment_status,info,normalized,Paid ,paid,,2026-09-25 00:16:29.692367+00:00
3097,3,Policy_Premium.csv,raw.policy_premium_csv,1367,PRM001367,FMT_CATEGORY_CASE,payment_status,info,normalized,Paid ,paid,,2026-09-25 00:16:29.692367+00:00
3098,3,Policy_Premium.csv,raw.policy_premium_csv,1384,PRM001384,TYPE_AMOUNT_TEXT,premium_amount,info,normalized,$127.40 CAD,127.40,,2026-09-25 00:16:29.692367+00:00
3099,3,Policy_Premium.csv,raw.policy_premium_csv,1457,PRM001457,FMT_DATE,due_date,info,normalized,04/08/2025,2025-04-08,,2026-09-25 00:16:29.692367+00:00
3100,3,Policy_Premium.csv,raw.policy_premium_csv,1464,PRM001464,TYPE_AMOUNT_TEXT,premium_amount,info,normalized,$85.00 CAD,85.00,,2026-09-25 00:16:29.692367+00:00
3101,3,Policy_Premium.csv,raw.policy_premium_csv,1464,PRM001464,FMT_DATE,due_date,info,normalized,04/09/2025,2025-04-09,,2026-09-25 00:16:29.692367+00:00
3102,3,Policy_Premium.csv,raw.policy_premium_csv,1547,PRM001547,FMT_DATE,due_date,info,normalized,05/06/2025,2025-05-06,,2026-09-25 00:16:29.692367+00:00
3103,3,Policy_Premium.csv,raw.policy_premium_csv,1576,PRM001576,FMT_DATE,due_date,info,normalized,05/15/2025,2025-05-15,,2026-09-25 00:16:29.692367+00:00
3104,3,Policy_Premium.csv,raw.policy_premium_csv,1591,PRM001591,TYPE_AMOUNT_TEXT,premium_amount,info,normalized,$384.00 CAD,384.00,,2026-09-25 00:16:29.692367+00:00
3105,3,Policy_Premium.csv,raw.policy_premium_csv,1655,PRM001655,FMT_ID,policy_id,info,normalized,p00089 ,P00089,,2026-09-25 00:16:29.692367+00:00
3106,3,Policy_Premium.csv,raw.policy_premium_csv,1655,PRM001655,FMT_DATE,due_date,info,normalized,06/09/2025,2025-06-09,,2026-09-25 00:16:29.692367+00:00
3107,3,Policy_Premium.csv,raw.policy_premium_csv,1703,PRM001703,FMT_ID,policy_id,info,normalized,p00119 ,P00119,,2026-09-25 00:16:29.692367+00:00
3108,3,Policy_Premium.csv,raw.policy_premium_csv,1730,PRM001730,FMT_ID,policy_id,info,normalized,p00023 ,P00023,,2026-09-25 00:16:29.692367+00:00
3109,3,Policy_Premium.csv,raw.policy_premium_csv,1730,PRM001730,FMT_DATE,due_date,info,normalized,07/02/2025,2025-07-02,,2026-09-25 00:16:29.692367+00:00
3110,3,Policy_Premium.csv,raw.policy_premium_csv,1832,PRM001832,TYPE_AMOUNT_TEXT,premium_amount,info,normalized,$410.40 CAD,410.40,,2026-09-25 00:16:29.692367+00:00
3111,3,Policy_Premium.csv,raw.policy_premium_csv,1832,PRM001832,FMT_DATE,due_date,info,normalized,07/29/2025,2025-07-29,,2026-09-25 00:16:29.692367+00:00
3112,3,Policy_Premium.csv,raw.policy_premium_csv,1878,PRM001878,TYPE_AMOUNT_TEXT,premium_amount,info,normalized,$49.00 CAD,49.00,,2026-09-25 00:16:29.692367+00:00
3113,3,Policy_Premium.csv,raw.policy_premium_csv,1878,PRM001878,FMT_DATE,due_date,info,normalized,08/13/2025,2025-08-13,,2026-09-25 00:16:29.692367+00:00
3114,3,Policy_Premium.csv,raw.policy_premium_csv,1891,PRM001891,FMT_ID,policy_id,info,normalized,p00118 ,P00118,,2026-09-25 00:16:29.692367+00:00
3115,3,Policy_Premium.csv,raw.policy_premium_csv,1897,PRM001897,FMT_CATEGORY_CASE,payment_status,info,normalized,Paid ,paid,,2026-09-25 00:16:29.692367+00:00
3116,3,Policy_Premium.csv,raw.policy_premium_csv,2006,PRM002006,TYPE_AMOUNT_TEXT,premium_amount,info,normalized,$530.40 CAD,530.40,,2026-09-25 00:16:29.692367+00:00
3117,3,Policy_Premium.csv,raw.policy_premium_csv,2013,PRM002013,FMT_CATEGORY_CASE,payment_status,info,normalized,Late ,late,,2026-09-25 00:16:29.692367+00:00
3118,3,Policy_Premium.csv,raw.policy_premium_csv,2032,PRM002032,TYPE_AMOUNT_TEXT,premium_amount,info,normalized,$108.00 CAD,108.00,,2026-09-25 00:16:29.692367+00:00
3119,3,Policy_Premium.csv,raw.policy_premium_csv,2078,PRM002078,TYPE_AMOUNT_TEXT,premium_amount,info,normalized,$499.20 CAD,499.20,,2026-09-25 00:16:29.692367+00:00
3120,3,Policy_Premium.csv,raw.policy_premium_csv,2078,PRM002078,FMT_DATE,due_date,info,normalized,10/05/2025,2025-10-05,,2026-09-25 00:16:29.692367+00:00
3121,3,Policy_Premium.csv,raw.policy_premium_csv,2097,PRM002097,FMT_DATE,due_date,info,normalized,10/09/2025,2025-10-09,,2026-09-25 00:16:29.692367+00:00
3122,3,Policy_Premium.csv,raw.policy_premium_csv,2097,PRM002097,FMT_CATEGORY_CASE,payment_status,info,normalized,Paid ,paid,,2026-09-25 00:16:29.692367+00:00
3123,3,Policy_Premium.csv,raw.policy_premium_csv,2110,PRM002110,FMT_ID,policy_id,info,normalized,p00064 ,P00064,,2026-09-25 00:16:29.692367+00:00
3124,3,Policy_Premium.csv,raw.policy_premium_csv,2159,PRM002159,TYPE_AMOUNT_TEXT,premium_amount,info,normalized,$117.00 CAD,117.00,,2026-09-25 00:16:29.692367+00:00
3125,3,Policy_Premium.csv,raw.policy_premium_csv,2159,PRM002159,FMT_DATE,due_date,info,normalized,10/28/2025,2025-10-28,,2026-09-25 00:16:29.692367+00:00
3126,3,Policy_Premium.csv,raw.policy_premium_csv,2168,PRM002168,TYPE_AMOUNT_TEXT,premium_amount,info,normalized,$76.48 CAD,76.48,,2026-09-25 00:16:29.692367+00:00
3127,3,Policy_Premium.csv,raw.policy_premium_csv,2168,PRM002168,FMT_CATEGORY_CASE,payment_status,info,normalized,Late ,late,,2026-09-25 00:16:29.692367+00:00
3128,3,Policy_Premium.csv,raw.policy_premium_csv,2217,PRM002217,TYPE_AMOUNT_TEXT,premium_amount,info,normalized,$707.20 CAD,707.20,,2026-09-25 00:16:29.692367+00:00
3129,3,Policy_Premium.csv,raw.policy_premium_csv,2229,PRM002229,FMT_DATE,due_date,info,normalized,11/14/2025,2025-11-14,,2026-09-25 00:16:29.692367+00:00
3130,3,Policy_Premium.csv,raw.policy_premium_csv,2277,PRM002277,FMT_CATEGORY_CASE,payment_status,info,normalized,Paid ,paid,,2026-09-25 00:16:29.692367+00:00
3131,3,Policy_Premium.csv,raw.policy_premium_csv,2287,PRM002287,FMT_DATE,due_date,info,normalized,11/29/2025,2025-11-29,,2026-09-25 00:16:29.692367+00:00
3132,3,Policy_Premium.csv,raw.policy_premium_csv,2380,PRM002380,FMT_ID,policy_id,info,normalized,p00056 ,P00056,,2026-09-25 00:16:29.692367+00:00
3133,3,Policy_Premium.csv,raw.policy_premium_csv,2380,PRM002380,TYPE_AMOUNT_TEXT,premium_amount,info,normalized,$120.00 CAD,120.00,,2026-09-25 00:16:29.692367+00:00
3134,3,Policy_Premium.csv,raw.policy_premium_csv,2380,PRM002380,FMT_CATEGORY_CASE,payment_status,info,normalized,Paid ,paid,,2026-09-25 00:16:29.692367+00:00
3135,3,Policy_Premium.csv,raw.policy_premium_csv,2449,PRM002449,FMT_ID,policy_id,info,normalized,p00152 ,P00152,,2026-09-25 00:16:29.692367+00:00
3136,3,Policy_Premium.csv,raw.policy_premium_csv,2460,PRM002460,FMT_CATEGORY_CASE,payment_status,info,normalized,Paid ,paid,,2026-09-25 00:16:29.692367+00:00
3137,3,Policy_Premium.csv,raw.policy_premium_csv,2489,PRM002489,FMT_DATE,due_date,info,normalized,01/18/2026,2026-01-18,,2026-09-25 00:16:29.692367+00:00
3138,3,Policy_Premium.csv,raw.policy_premium_csv,2499,PRM002499,FMT_DATE,due_date,info,normalized,01/21/2026,2026-01-21,,2026-09-25 00:16:29.692367+00:00
3139,3,Policy_Premium.csv,raw.policy_premium_csv,2500,PRM002500,TYPE_AMOUNT_TEXT,premium_amount,info,normalized,$478.80 CAD,478.80,,2026-09-25 00:16:29.692367+00:00
3140,3,Policy_Premium.csv,raw.policy_premium_csv,2500,PRM002500,FMT_DATE,due_date,info,normalized,01/22/2026,2026-01-22,,2026-09-25 00:16:29.692367+00:00
3141,3,Policy_Premium.csv,raw.policy_premium_csv,2559,PRM002559,FMT_CATEGORY_CASE,payment_status,info,normalized,Paid ,paid,,2026-09-25 00:16:29.692367+00:00
3142,3,Policy_Premium.csv,raw.policy_premium_csv,2577,PRM002577,TYPE_AMOUNT_TEXT,premium_amount,info,normalized,$76.48 CAD,76.48,,2026-09-25 00:16:29.692367+00:00
3143,3,Policy_Premium.csv,raw.policy_premium_csv,2577,PRM002577,FMT_CATEGORY_CASE,payment_status,info,normalized,Paid ,paid,,2026-09-25 00:16:29.692367+00:00
3144,3,Policy_Premium.csv,raw.policy_premium_csv,2641,PRM002641,FMT_DATE,due_date,info,normalized,02/28/2026,2026-02-28,,2026-09-25 00:16:29.692367+00:00
3145,3,Policy_Premium.csv,raw.policy_premium_csv,2701,PRM002701,FMT_DATE,due_date,info,normalized,03/12/2026,2026-03-12,,2026-09-25 00:16:29.692367+00:00
3146,3,Policy_Premium.csv,raw.policy_premium_csv,2701,PRM002701,FMT_CATEGORY_CASE,payment_status,info,normalized,Paid ,paid,,2026-09-25 00:16:29.692367+00:00
3147,3,Policy_Premium.csv,raw.policy_premium_csv,2745,PRM002745,FMT_CATEGORY_CASE,payment_status,info,normalized,Paid ,paid,,2026-09-25 00:16:29.692367+00:00
3148,3,Policy_Premium.csv,raw.policy_premium_csv,2785,PRM002785,FMT_DATE,due_date,info,normalized,04/04/2026,2026-04-04,,2026-09-25 00:16:29.692367+00:00
3149,3,Policy_Premium.csv,raw.policy_premium_csv,2816,PRM002816,FMT_DATE,due_date,info,normalized,04/09/2026,2026-04-09,,2026-09-25 00:16:29.692367+00:00
3150,3,Policy_Premium.csv,raw.policy_premium_csv,2820,PRM002820,FMT_ID,policy_id,info,normalized,p00047 ,P00047,,2026-09-25 00:16:29.692367+00:00
3151,3,Policy_Premium.csv,raw.policy_premium_csv,2893,PRM002893,FMT_CATEGORY_CASE,payment_status,info,normalized,Paid ,paid,,2026-09-25 00:16:29.692367+00:00
3152,3,Policy_Premium.csv,raw.policy_premium_csv,2935,PRM002935,FMT_CATEGORY_CASE,payment_status,info,normalized,Paid ,paid,,2026-09-25 00:16:29.692367+00:00
3153,3,Policy_Premium.csv,raw.policy_premium_csv,2965,PRM002965,FMT_CATEGORY_CASE,payment_status,info,normalized,Paid ,paid,,2026-09-25 00:16:29.692367+00:00
3154,3,Policy_Premium.csv,raw.policy_premium_csv,3042,PRM003042,TYPE_AMOUNT_TEXT,premium_amount,info,normalized,$384.00 CAD,384.00,,2026-09-25 00:16:29.692367+00:00
3155,3,Policy_Premium.csv,raw.policy_premium_csv,3074,PRM003074,FMT_CATEGORY_CASE,payment_status,info,normalized,Paid ,paid,,2026-09-25 00:16:29.692367+00:00
3156,3,Policy_Premium.csv,raw.policy_premium_csv,3101,PRM003101,TYPE_AMOUNT_TEXT,premium_amount,info,normalized,$290.70 CAD,290.70,,2026-09-25 00:16:29.692367+00:00
3157,3,Policy_Premium.csv,raw.policy_premium_csv,3101,PRM003101,FMT_CATEGORY_CASE,payment_status,info,normalized,Paid ,paid,,2026-09-25 00:16:29.692367+00:00
3158,3,Policy_Premium.csv,raw.policy_premium_csv,3119,PRM000003,TYPE_AMOUNT_TEXT,premium_amount,info,normalized,$161.50 CAD,161.50,,2026-09-25 00:16:29.692367+00:00
3159,3,Policy_Premium.csv,raw.policy_premium_csv,3117,PRM000001,DUP_EXACT,premium_id,warning,deduplicated,,,,2026-09-25 00:16:29.692367+00:00
3160,3,Policy_Premium.csv,raw.policy_premium_csv,3118,PRM000002,DUP_EXACT,premium_id,warning,deduplicated,,,,2026-09-25 00:16:29.692367+00:00
3161,3,Policy_Premium.csv,raw.policy_premium_csv,3119,PRM000003,DUP_EXACT,premium_id,warning,deduplicated,,,,2026-09-25 00:16:29.692367+00:00
3162,3,Policy_Premium.csv,raw.policy_premium_csv,3120,PRM000004,DUP_EXACT,premium_id,warning,deduplicated,,,,2026-09-25 00:16:29.692367+00:00
3163,3,Policy_Premium.csv,raw.policy_premium_csv,3121,PRM000005,DUP_EXACT,premium_id,warning,deduplicated,,,,2026-09-25 00:16:29.692367+00:00
3164,3,Policy_Premium.csv,raw.policy_premium_csv,3122,PRM000006,DUP_EXACT,premium_id,warning,deduplicated,,,,2026-09-25 00:16:29.692367+00:00
3165,3,Policy_Premium.csv,raw.policy_premium_csv,3123,PRM000007,DUP_EXACT,premium_id,warning,deduplicated,,,,2026-09-25 00:16:29.692367+00:00
3166,3,Policy_Premium.csv,raw.policy_premium_csv,3124,PRM000008,DUP_EXACT,premium_id,warning,deduplicated,,,,2026-09-25 00:16:29.692367+00:00
3167,3,Policy_Premium.csv,raw.policy_premium_csv,3125,PRM000009,DUP_EXACT,premium_id,warning,deduplicated,,,,2026-09-25 00:16:29.692367+00:00
3168,3,Policy_Premium.csv,raw.policy_premium_csv,3126,PRM000010,DUP_EXACT,premium_id,warning,deduplicated,,,,2026-09-25 00:16:29.692367+00:00
3169,3,Policy_Premium.csv,raw.policy_premium_csv,3127,PRM000011,DUP_EXACT,premium_id,warning,deduplicated,,,,2026-09-25 00:16:29.692367+00:00
3170,3,Policy_Premium.csv,raw.policy_premium_csv,3128,PRM000012,DUP_EXACT,premium_id,warning,deduplicated,,,,2026-09-25 00:16:29.692367+00:00
3171,3,Policy_Premium.csv,raw.policy_premium_csv,3129,PRM000013,DUP_EXACT,premium_id,warning,deduplicated,,,,2026-09-25 00:16:29.692367+00:00
3172,3,Policy_Premium.csv,raw.policy_premium_csv,3130,PRM000014,DUP_EXACT,premium_id,warning,deduplicated,,,,2026-09-25 00:16:29.692367+00:00
3173,3,Policy_Premium.csv,raw.policy_premium_csv,3131,PRM000015,DUP_EXACT,premium_id,warning,deduplicated,,,,2026-09-25 00:16:29.692367+00:00
3174,3,D00101.json,raw.claim_detail_files,23,D00101,JSON_KEY_DRIFT,line_items,warning,normalized,lineItems,line_items,{'legacy_key': 'lineItems'},2026-09-25 00:16:29.692367+00:00
3175,3,H00053.json,raw.claim_detail_files,81,H00053,JSON_MISSING_KEY,documents_submitted,error,flagged,,,{'key_absent': True},2026-09-25 00:16:29.692367+00:00
3176,3,H00091.json,raw.claim_detail_files,101,H00091,JSON_SHAPE_DRIFT,documents_submitted,warning,normalized,string,array,"{'source_shape': 'string', 'target_shape': 'array'}",2026-09-25 00:16:29.692367+00:00
3177,3,H00093.json,raw.claim_detail_files,103,H00093,JSON_MISSING_KEY,submission_channel,error,flagged,,,{'key_absent': True},2026-09-25 00:16:29.692367+00:00
3178,3,H00154.json,raw.claim_detail_files,135,H00154,JSON_MISSING_KEY,documents_submitted,error,flagged,,,{'key_absent': True},2026-09-25 00:16:29.692367+00:00
3179,3,H00178.json,raw.claim_detail_files,154,H00178,JSON_SHAPE_DRIFT,documents_submitted,warning,normalized,string,array,"{'source_shape': 'string', 'target_shape': 'array'}",2026-09-25 00:16:29.692367+00:00
3180,3,T00042.json,raw.claim_detail_files,189,T00042,JSON_MISSING_KEY,provider.type,error,flagged,,,{'key_absent': True},2026-09-25 00:16:29.692367+00:00
3181,3,T00146.json,raw.claim_detail_files,200,T00146,JSON_KEY_DRIFT,line_items,warning,normalized,lineItems,line_items,{'legacy_key': 'lineItems'},2026-09-25 00:16:29.692367+00:00
3182,3,D00070.json,raw.claim_detail_files,7,D00070,JSON_MALFORMED,,error,quarantined,"{
  ""schema_version"": ""1.0"",
  ""claim_id"": ""D00070"",
  ""product_line"": ""dental"",
  ""submission_channel"": ""online_portal"",
  ""submitted_at"": ""2025-04-19T15:53:00-06:00"",
  ""provider"": {
    ""provider_id"": ""PRV0015"",
    ""name"": ""Synthetic dental_clinic 15"",
    ""type"": ""dental_clinic""
  },
  ""line_items"": [
    {
      ""line_no"": 1,
      ""service_date"": ""2025-04-18"",
      ""description"": ""Synthetic preventive"",
      ""quantity"": 1,
      ""unit_amount"": 60.7,
      ""amount"": 60.",,"{'parse_error': ""JSONDecodeError: Expecting ',' delimiter: line 44 column 1 (char 1081)""}",2026-09-25 00:16:29.692367+00:00
3183,3,D00071.json,raw.claim_detail_files,8,D00071,JSON_MALFORMED,,error,quarantined,"{
  ""schema_version"": ""1.0"",
  ""claim_id"": ""D00071"",
  ""product_line"": ""dental"",
  ""submission_channel"": ""online_portal"",
  ""submitted_at"": ""2025-04-19T20:21:00-06:00"",
  ""provider"": {
    ""provider_id"": ""PRV0028"",
    ""name"": ""Synthetic dental_clinic 28"",
    ""type"": ""dental_clinic""
  },
  ""line_items"": [
    {
      ""line_no"": 1,
      ""service_date"": ""2025-04-09"",
      ""description"": ""Synthetic preventive"",
      ""quantity"": 1,
      ""unit_amount"": 77.87,
      ""amount"": 77",,{'parse_error': 'JSONDecodeError: Expecting property name enclosed in double quotes: line 44 column 1 (char 1084)'},2026-09-25 00:16:29.692367+00:00
3184,3,Claim_Payment.csv,raw.claim_payment_csv,4,PAY00004,INV_DATE_ORDER,decision_date,error,flagged,2023-10-28,,"{'decision_date': '2023-10-28', 'core_treatment': 'retain decision row and null invalid decision_date', 'processing_start_date': '2023-10-29'}",2026-09-25 00:16:29.692367+00:00
3185,3,Claim_Payment.csv,raw.claim_payment_csv,5,PAY00005,INV_DATE_ORDER,decision_date,error,flagged,2023-11-20,,"{'decision_date': '2023-11-20', 'core_treatment': 'retain decision row and null invalid decision_date', 'processing_start_date': '2023-11-21'}",2026-09-25 00:16:29.692367+00:00
3186,3,Policy.csv,raw.policy_csv,11,P00011,ORPHAN_FK,,error,quarantined,,,{'customer_id': 'C90001'},2026-09-25 00:16:29.692367+00:00
3187,3,Policy.csv,raw.policy_csv,12,P00012,ORPHAN_FK,,error,quarantined,,,{'customer_id': 'C90002'},2026-09-25 00:16:29.692367+00:00
3188,3,Policy.csv,raw.policy_csv,13,P00013,INV_DATE_ORDER,,error,quarantined,,,{'customer_id': 'C00034'},2026-09-25 00:16:29.692367+00:00
3189,3,Policy.csv,raw.policy_csv,14,P00014,INV_DATE_ORDER,,error,quarantined,,,{'customer_id': 'C00040'},2026-09-25 00:16:29.692367+00:00
3190,3,Policy.csv,raw.policy_csv,181,P00181,ORPHAN_FK,,error,quarantined,,,{'customer_id': 'C00155'},2026-09-25 00:16:29.692367+00:00
3191,3,Policy.csv,raw.policy_csv,182,P00182,ORPHAN_FK,,error,quarantined,,,{'customer_id': 'C00156'},2026-09-25 00:16:29.692367+00:00
3192,3,Policy.csv,raw.policy_csv,183,P00183,ORPHAN_FK,,error,quarantined,,,{'customer_id': 'C00157'},2026-09-25 00:16:29.692367+00:00
3193,3,Claim.csv,raw.claim_csv,20,H00019,ORPHAN_FK,,error,quarantined,,,{'policy_id': 'P00013'},2026-09-25 00:16:29.692367+00:00
3194,3,Claim.csv,raw.claim_csv,23,T00022,ORPHAN_FK,,error,quarantined,,,{'policy_id': 'P90001'},2026-09-25 00:16:29.692367+00:00
3195,3,Claim.csv,raw.claim_csv,24,D00023,ORPHAN_FK,,error,quarantined,,,{'policy_id': 'P90002'},2026-09-25 00:16:29.692367+00:00
3196,3,Claim.csv,raw.claim_csv,25,H00024,ORPHAN_FK,,error,quarantined,,,{'policy_id': 'P90003'},2026-09-25 00:16:29.692367+00:00
3197,3,Claim.csv,raw.claim_csv,34,H00033,ORPHAN_FK,,error,quarantined,,,{'policy_id': 'P00014'},2026-09-25 00:16:29.692367+00:00
3198,3,Claim.csv,raw.claim_csv,71,D00070,ORPHAN_FK,,error,quarantined,,,{'policy_id': 'P00011'},2026-09-25 00:16:29.692367+00:00
3199,3,Claim.csv,raw.claim_csv,73,D00072,ORPHAN_FK,,error,quarantined,,,{'policy_id': 'P00011'},2026-09-25 00:16:29.692367+00:00
3200,3,Claim.csv,raw.claim_csv,78,D00077,ORPHAN_FK,,error,quarantined,,,{'policy_id': 'P00011'},2026-09-25 00:16:29.692367+00:00
3201,3,Claim.csv,raw.claim_csv,101,D00100,ORPHAN_FK,,error,quarantined,,,{'policy_id': 'P00011'},2026-09-25 00:16:29.692367+00:00
3202,3,Claim.csv,raw.claim_csv,110,D00109,ORPHAN_FK,,error,quarantined,,,{'policy_id': 'P00011'},2026-09-25 00:16:29.692367+00:00
